Uid,Pid,Time
607,4489,2012-04-14 12:53
182,4489,2012-04-14 12:55
1005,4428,2012-04-14 12:56
1005,4641,2012-04-14 12:56
212,412,2012-04-14 12:58
361,3416,2012-04-14 13:02
781,2640,2012-04-14 13:02
385,3125,2012-04-14 13:03
167,2439,2012-04-14 13:03
618,2463,2012-04-14 13:04
764,2369,2012-04-14 13:08
363,2560,2012-04-14 13:09
369,771,2012-04-14 13:10
105,3532,2012-04-14 13:11
351,714,2012-04-14 13:11
680,4549,2012-04-14 13:13
949,1041,2012-04-14 13:13
77,2597,2012-04-14 13:14
949,631,2012-04-14 13:15
909,2551,2012-04-14 13:15
949,153,2012-04-14 13:15
338,319,2012-04-14 13:16
848,1942,2012-04-14 13:17
260,810,2012-04-14 13:17
1074,1519,2012-04-14 13:20
779,3684,2012-04-14 13:20
995,3674,2012-04-14 13:20
995,5078,2012-04-14 13:20
849,1671,2012-04-14 13:21
110,294,2012-04-14 13:22
110,4043,2012-04-14 13:22
1065,4489,2012-04-14 13:25
334,3103,2012-04-14 13:27
937,3212,2012-04-14 13:27
621,304,2012-04-14 13:28
418,3579,2012-04-14 13:28
982,2201,2012-04-14 13:28
759,386,2012-04-14 13:29
380,508,2012-04-14 13:29
1062,547,2012-04-14 13:30
304,3461,2012-04-14 13:31
181,3358,2012-04-14 13:32
435,4285,2012-04-14 13:32
370,1125,2012-04-14 13:32
752,4430,2012-04-14 13:33
1033,2816,2012-04-14 13:33
995,3878,2012-04-14 13:35
995,1500,2012-04-14 13:35
848,3717,2012-04-14 13:36
670,4801,2012-04-14 13:36
467,1097,2012-04-14 13:37
326,242,2012-04-14 13:38
144,830,2012-04-14 13:38
1074,1035,2012-04-14 13:41
616,1163,2012-04-14 13:41
909,886,2012-04-14 13:42
909,1804,2012-04-14 13:42
225,3704,2012-04-14 13:43
670,366,2012-04-14 13:44
670,3930,2012-04-14 13:44
611,1064,2012-04-14 13:45
683,1919,2012-04-14 13:45
983,470,2012-04-14 13:45
202,2641,2012-04-14 13:46
1019,3180,2012-04-14 13:46
520,4315,2012-04-14 13:48
668,4088,2012-04-14 13:49
825,631,2012-04-14 13:49
971,3724,2012-04-14 13:49
1019,247,2012-04-14 13:50
960,1273,2012-04-14 13:50
236,3572,2012-04-14 13:50
984,4770,2012-04-14 13:50
842,327,2012-04-14 13:51
811,1119,2012-04-14 13:51
131,5036,2012-04-14 13:52
750,1511,2012-04-14 13:53
1015,5093,2012-04-14 13:53
663,3088,2012-04-14 13:54
1027,2676,2012-04-14 13:54
1056,4236,2012-04-14 13:56
603,3021,2012-04-14 13:59
913,1805,2012-04-14 14:00
813,3519,2012-04-14 14:00
626,3963,2012-04-14 14:00
777,3871,2012-04-14 14:02
224,766,2012-04-14 14:03
1015,304,2012-04-14 14:03
109,429,2012-04-14 14:04
1078,3685,2012-04-14 14:05
813,3519,2012-04-14 14:06
310,80,2012-04-14 14:06
314,2178,2012-04-14 14:07
848,318,2012-04-14 14:08
351,3051,2012-04-14 14:09
1019,1640,2012-04-14 14:10
271,3532,2012-04-14 14:10
572,162,2012-04-14 14:11
336,4713,2012-04-14 14:12
1077,3921,2012-04-14 14:13
504,3398,2012-04-14 14:13
98,5030,2012-04-14 14:14
724,1265,2012-04-14 14:15
176,3143,2012-04-14 14:15
487,420,2012-04-14 14:17
193,4849,2012-04-14 14:17
320,2302,2012-04-14 14:18
913,3967,2012-04-14 14:18
964,4977,2012-04-14 14:19
663,4754,2012-04-14 14:19
162,3014,2012-04-14 14:19
162,3003,2012-04-14 14:19
162,2001,2012-04-14 14:19
554,1385,2012-04-14 14:20
663,3076,2012-04-14 14:20
260,363,2012-04-14 14:20
810,2171,2012-04-14 14:23
1038,3821,2012-04-14 14:26
504,302,2012-04-14 14:27
1013,2233,2012-04-14 14:27
504,2137,2012-04-14 14:28
614,1005,2012-04-14 14:28
254,3293,2012-04-14 14:29
802,4883,2012-04-14 14:30
796,2212,2012-04-14 14:30
563,85,2012-04-14 14:30
1016,4944,2012-04-14 14:32
613,4393,2012-04-14 14:33
30,1282,2012-04-14 14:34
971,3462,2012-04-14 14:36
122,3634,2012-04-14 14:36
818,5024,2012-04-14 14:38
926,146,2012-04-14 14:39
921,3737,2012-04-14 14:39
783,4393,2012-04-14 14:40
467,3128,2012-04-14 14:40
926,1502,2012-04-14 14:40
913,1369,2012-04-14 14:41
210,2283,2012-04-14 14:41
187,3519,2012-04-14 14:45
796,3845,2012-04-14 14:45
324,3708,2012-04-14 14:45
324,2347,2012-04-14 14:46
845,3367,2012-04-14 14:46
51,4863,2012-04-14 14:46
842,2529,2012-04-14 14:47
936,4486,2012-04-14 14:47
181,1503,2012-04-14 14:48
66,5125,2012-04-14 14:49
994,693,2012-04-14 14:50
1013,2081,2012-04-14 14:51
955,3440,2012-04-14 14:51
994,3662,2012-04-14 14:51
520,184,2012-04-14 14:52
610,880,2012-04-14 14:52
506,3153,2012-04-14 14:54
913,3438,2012-04-14 14:54
4,603,2012-04-14 14:56
93,1981,2012-04-14 14:56
336,938,2012-04-14 14:57
42,53,2012-04-14 14:58
267,1864,2012-04-14 15:00
610,3702,2012-04-14 15:00
90,453,2012-04-14 15:00
579,203,2012-04-14 15:01
490,570,2012-04-14 15:01
510,1880,2012-04-14 15:02
464,3805,2012-04-14 15:02
827,4303,2012-04-14 15:05
533,4969,2012-04-14 15:05
533,4426,2012-04-14 15:06
187,4698,2012-04-14 15:06
1009,1555,2012-04-14 15:07
806,3426,2012-04-14 15:07
606,5054,2012-04-14 15:09
767,375,2012-04-14 15:09
671,4409,2012-04-14 15:10
827,995,2012-04-14 15:10
610,4508,2012-04-14 15:12
759,3519,2012-04-14 15:13
155,1408,2012-04-14 15:14
759,1097,2012-04-14 15:15
96,2808,2012-04-14 15:15
12,3769,2012-04-14 15:16
963,3224,2012-04-14 15:16
12,4538,2012-04-14 15:17
12,4009,2012-04-14 15:17
30,3116,2012-04-14 15:18
228,4915,2012-04-14 15:21
699,2409,2012-04-14 15:22
97,2678,2012-04-14 15:22
504,2112,2012-04-14 15:23
247,1775,2012-04-14 15:23
997,4766,2012-04-14 15:24
321,4895,2012-04-14 15:26
1035,1446,2012-04-14 15:26
759,3285,2012-04-14 15:29
417,2243,2012-04-14 15:29
441,586,2012-04-14 15:29
336,3468,2012-04-14 15:30
365,5101,2012-04-14 15:30
282,5075,2012-04-14 15:31
794,1038,2012-04-14 15:32
793,3118,2012-04-14 15:36
385,4772,2012-04-14 15:36
1036,1648,2012-04-14 15:36
575,2082,2012-04-14 15:37
995,1736,2012-04-14 15:37
612,4193,2012-04-14 15:37
240,163,2012-04-14 15:39
855,3396,2012-04-14 15:40
855,5079,2012-04-14 15:40
659,3115,2012-04-14 15:42
30,1775,2012-04-14 15:47
728,2673,2012-04-14 15:47
909,2612,2012-04-14 15:48
1041,5051,2012-04-14 15:48
728,2673,2012-04-14 15:49
215,3845,2012-04-14 15:51
229,1197,2012-04-14 15:51
816,1534,2012-04-14 15:53
728,4053,2012-04-14 15:54
1078,582,2012-04-14 15:54
263,1775,2012-04-14 15:55
270,3969,2012-04-14 15:56
861,1081,2012-04-14 15:56
362,546,2012-04-14 15:58
953,3992,2012-04-14 15:58
209,2119,2012-04-14 15:58
520,2785,2012-04-14 16:00
630,2675,2012-04-14 16:01
440,3558,2012-04-14 16:01
874,1076,2012-04-14 16:03
347,1142,2012-04-14 16:03
1077,3718,2012-04-14 16:03
625,3909,2012-04-14 16:03
311,4182,2012-04-14 16:04
888,4560,2012-04-14 16:05
809,1663,2012-04-14 16:06
97,2346,2012-04-14 16:07
414,299,2012-04-14 16:07
827,4926,2012-04-14 16:07
840,1193,2012-04-14 16:07
759,1960,2012-04-14 16:08
275,5135,2012-04-14 16:08
49,2759,2012-04-14 16:08
254,3185,2012-04-14 16:08
876,1446,2012-04-14 16:08
650,1601,2012-04-14 16:10
413,3151,2012-04-14 16:11
643,3845,2012-04-14 16:12
311,1775,2012-04-14 16:14
735,17,2012-04-14 16:15
187,582,2012-04-14 16:17
203,4673,2012-04-14 16:17
969,3116,2012-04-14 16:17
579,672,2012-04-14 16:20
111,3071,2012-04-14 16:20
723,2473,2012-04-14 16:21
695,5033,2012-04-14 16:21
254,1460,2012-04-14 16:21
969,2838,2012-04-14 16:22
995,4375,2012-04-14 16:22
506,2153,2012-04-14 16:23
151,1456,2012-04-14 16:23
474,3470,2012-04-14 16:24
616,4353,2012-04-14 16:26
410,3604,2012-04-14 16:26
886,1503,2012-04-14 16:27
1030,3751,2012-04-14 16:29
30,4772,2012-04-14 16:30
212,70,2012-04-14 16:31
34,1637,2012-04-14 16:34
944,4556,2012-04-14 16:35
1045,3572,2012-04-14 16:36
520,2019,2012-04-14 16:37
212,4683,2012-04-14 16:37
275,4465,2012-04-14 16:37
124,3830,2012-04-14 16:37
454,1197,2012-04-14 16:38
759,4843,2012-04-14 16:38
400,3736,2012-04-14 16:38
216,716,2012-04-14 16:39
942,1009,2012-04-14 16:40
630,547,2012-04-14 16:40
973,3247,2012-04-14 16:40
61,2353,2012-04-14 16:40
378,2218,2012-04-14 16:40
520,3645,2012-04-14 16:41
899,4472,2012-04-14 16:41
671,4552,2012-04-14 16:41
194,1766,2012-04-14 16:41
561,1114,2012-04-14 16:42
520,2389,2012-04-14 16:43
82,1590,2012-04-14 16:43
909,2838,2012-04-14 16:43
454,3893,2012-04-14 16:43
857,4139,2012-04-14 16:43
849,2969,2012-04-14 16:44
1080,486,2012-04-14 16:44
260,363,2012-04-14 16:44
650,3128,2012-04-14 16:45
953,2543,2012-04-14 16:46
759,3011,2012-04-14 16:46
520,3227,2012-04-14 16:46
270,1358,2012-04-14 16:47
520,4099,2012-04-14 16:47
767,1084,2012-04-14 16:48
594,4180,2012-04-14 16:48
888,4688,2012-04-14 16:49
630,4233,2012-04-14 16:50
336,682,2012-04-14 16:51
254,123,2012-04-14 16:51
877,4371,2012-04-14 16:52
392,2728,2012-04-14 16:52
928,5045,2012-04-14 16:52
270,236,2012-04-14 16:52
904,1943,2012-04-14 16:55
1033,3827,2012-04-14 16:57
561,4959,2012-04-14 16:58
597,3884,2012-04-14 16:59
405,3900,2012-04-14 17:00
1039,3519,2012-04-14 17:01
714,4021,2012-04-14 17:02
772,4641,2012-04-14 17:02
608,2532,2012-04-14 17:02
405,790,2012-04-14 17:02
216,1462,2012-04-14 17:03
467,3060,2012-04-14 17:03
724,4366,2012-04-14 17:04
1077,5037,2012-04-14 17:04
405,4851,2012-04-14 17:04
1077,3079,2012-04-14 17:05
997,1556,2012-04-14 17:05
462,213,2012-04-14 17:06
702,546,2012-04-14 17:06
202,4395,2012-04-14 17:07
524,2717,2012-04-14 17:07
502,2895,2012-04-14 17:08
714,1431,2012-04-14 17:09
608,5047,2012-04-14 17:09
882,360,2012-04-14 17:09
62,301,2012-04-14 17:10
367,4438,2012-04-14 17:12
338,546,2012-04-14 17:12
305,745,2012-04-14 17:12
388,1400,2012-04-14 17:12
270,115,2012-04-14 17:13
260,12,2012-04-14 17:13
320,3412,2012-04-14 17:15
818,4928,2012-04-14 17:15
80,1460,2012-04-14 17:15
964,4093,2012-04-14 17:15
818,1845,2012-04-14 17:15
556,1690,2012-04-14 17:15
229,385,2012-04-14 17:16
454,1980,2012-04-14 17:16
895,3750,2012-04-14 17:17
933,5084,2012-04-14 17:17
385,2013,2012-04-14 17:18
212,804,2012-04-14 17:18
571,4228,2012-04-14 17:18
969,4942,2012-04-14 17:19
625,3702,2012-04-14 17:19
893,5053,2012-04-14 17:19
986,1646,2012-04-14 17:20
130,974,2012-04-14 17:21
109,2755,2012-04-14 17:21
774,3899,2012-04-14 17:22
869,2207,2012-04-14 17:23
641,2513,2012-04-14 17:23
304,67,2012-04-14 17:24
336,4494,2012-04-14 17:25
935,1780,2012-04-14 17:25
336,2962,2012-04-14 17:25
131,535,2012-04-14 17:27
448,4242,2012-04-14 17:28
260,2729,2012-04-14 17:28
304,3065,2012-04-14 17:30
764,5105,2012-04-14 17:31
304,1728,2012-04-14 17:31
1036,4772,2012-04-14 17:32
260,3882,2012-04-14 17:32
842,4394,2012-04-14 17:33
827,3388,2012-04-14 17:34
304,2615,2012-04-14 17:35
804,1174,2012-04-14 17:35
497,2289,2012-04-14 17:36
157,4558,2012-04-14 17:37
855,4883,2012-04-14 17:38
236,314,2012-04-14 17:38
813,3942,2012-04-14 17:40
949,1358,2012-04-14 17:42
182,4235,2012-04-14 17:42
949,4920,2012-04-14 17:44
467,1097,2012-04-14 17:44
1038,3466,2012-04-14 17:44
571,3676,2012-04-14 17:46
475,1871,2012-04-14 17:46
1027,3064,2012-04-14 17:48
983,1925,2012-04-14 17:48
743,799,2012-04-14 17:48
743,2505,2012-04-14 17:50
595,3519,2012-04-14 17:51
41,1373,2012-04-14 17:52
472,4908,2012-04-14 17:52
743,1553,2012-04-14 17:53
286,1184,2012-04-14 17:54
286,2482,2012-04-14 17:55
286,499,2012-04-14 17:55
314,1097,2012-04-14 17:55
314,2487,2012-04-14 17:55
392,3367,2012-04-14 17:58
711,1460,2012-04-14 17:59
304,4760,2012-04-14 18:01
518,3259,2012-04-14 18:01
651,332,2012-04-14 18:02
103,1334,2012-04-14 18:02
86,1051,2012-04-14 18:03
1005,2452,2012-04-14 18:04
623,2608,2012-04-14 18:05
40,1589,2012-04-14 18:05
683,20,2012-04-14 18:07
891,836,2012-04-14 18:08
304,4883,2012-04-14 18:09
212,1383,2012-04-14 18:12
689,1820,2012-04-14 18:12
467,2961,2012-04-14 18:13
480,3766,2012-04-14 18:13
495,2770,2012-04-14 18:14
704,1213,2012-04-14 18:16
221,1857,2012-04-14 18:16
270,3525,2012-04-14 18:16
347,4659,2012-04-14 18:16
561,2767,2012-04-14 18:17
294,1181,2012-04-14 18:17
61,4782,2012-04-14 18:17
336,4127,2012-04-14 18:18
964,1480,2012-04-14 18:19
1015,383,2012-04-14 18:21
529,320,2012-04-14 18:21
481,4447,2012-04-14 18:21
390,1476,2012-04-14 18:21
598,1556,2012-04-14 18:23
978,399,2012-04-14 18:23
413,1775,2012-04-14 18:23
651,1671,2012-04-14 18:24
978,1197,2012-04-14 18:24
978,1264,2012-04-14 18:25
140,4362,2012-04-14 18:27
937,762,2012-04-14 18:28
490,2875,2012-04-14 18:31
450,4274,2012-04-14 18:31
488,974,2012-04-14 18:33
643,2197,2012-04-14 18:33
385,69,2012-04-14 18:34
789,4425,2012-04-14 18:34
229,1784,2012-04-14 18:34
663,4425,2012-04-14 18:34
170,3971,2012-04-14 18:35
986,12,2012-04-14 18:36
630,1526,2012-04-14 18:36
813,3403,2012-04-14 18:37
1039,385,2012-04-14 18:37
633,4138,2012-04-14 18:38
80,385,2012-04-14 18:38
416,1097,2012-04-14 18:40
1047,3720,2012-04-14 18:42
78,2339,2012-04-14 18:42
906,3297,2012-04-14 18:42
103,4522,2012-04-14 18:42
875,1007,2012-04-14 18:42
184,1554,2012-04-14 18:44
779,303,2012-04-14 18:45
78,800,2012-04-14 18:45
983,1629,2012-04-14 18:45
849,2729,2012-04-14 18:46
691,5125,2012-04-14 18:47
78,3297,2012-04-14 18:48
637,5050,2012-04-14 18:49
369,3980,2012-04-14 18:49
930,3657,2012-04-14 18:50
813,4662,2012-04-14 18:50
336,2987,2012-04-14 18:50
175,1041,2012-04-14 18:50
764,2079,2012-04-14 18:52
547,2265,2012-04-14 18:52
997,371,2012-04-14 18:54
850,4813,2012-04-14 18:54
1057,3574,2012-04-14 18:54
644,2949,2012-04-14 18:55
616,4353,2012-04-14 18:55
536,3340,2012-04-14 18:56
63,5025,2012-04-14 18:56
618,667,2012-04-14 18:58
618,667,2012-04-14 18:58
808,845,2012-04-14 18:58
995,2834,2012-04-14 18:59
1047,804,2012-04-14 18:59
1047,3470,2012-04-14 19:00
995,3004,2012-04-14 19:00
151,385,2012-04-14 19:02
529,3231,2012-04-14 19:02
82,3519,2012-04-14 19:03
734,4883,2012-04-14 19:04
1080,3713,2012-04-14 19:04
813,3793,2012-04-14 19:05
873,3111,2012-04-14 19:06
632,2508,2012-04-14 19:06
804,1174,2012-04-14 19:06
804,4299,2012-04-14 19:07
320,4873,2012-04-14 19:07
240,385,2012-04-14 19:07
181,1898,2012-04-14 19:08
27,4883,2012-04-14 19:10
630,1051,2012-04-14 19:10
633,1133,2012-04-14 19:12
599,316,2012-04-14 19:12
413,1097,2012-04-14 19:13
851,2351,2012-04-14 19:14
146,3726,2012-04-14 19:14
683,1769,2012-04-14 19:15
594,4634,2012-04-14 19:15
683,1769,2012-04-14 19:15
447,3717,2012-04-14 19:16
400,1113,2012-04-14 19:16
242,1901,2012-04-14 19:16
637,3162,2012-04-14 19:16
869,1222,2012-04-14 19:17
136,818,2012-04-14 19:19
547,3177,2012-04-14 19:20
547,250,2012-04-14 19:20
541,1454,2012-04-14 19:24
1078,3553,2012-04-14 19:25
763,4174,2012-04-14 19:25
949,914,2012-04-14 19:25
806,1366,2012-04-14 19:26
849,3116,2012-04-14 19:26
1038,4434,2012-04-14 19:27
685,3913,2012-04-14 19:28
506,4281,2012-04-14 19:28
294,1856,2012-04-14 19:30
420,1944,2012-04-14 19:30
563,2444,2012-04-14 19:30
541,3655,2012-04-14 19:30
564,1349,2012-04-14 19:32
502,126,2012-04-14 19:32
367,969,2012-04-14 19:33
647,966,2012-04-14 19:33
647,4533,2012-04-14 19:33
488,1657,2012-04-14 19:33
94,3001,2012-04-14 19:34
664,2608,2012-04-14 19:35
774,1075,2012-04-14 19:35
101,4160,2012-04-14 19:36
941,5088,2012-04-14 19:36
806,4462,2012-04-14 19:38
729,479,2012-04-14 19:38
959,4995,2012-04-14 19:38
1016,4077,2012-04-14 19:39
686,5001,2012-04-14 19:42
1077,5037,2012-04-14 19:42
1019,247,2012-04-14 19:42
153,4431,2012-04-14 19:42
1077,3562,2012-04-14 19:43
294,1819,2012-04-14 19:43
279,450,2012-04-14 19:43
528,2942,2012-04-14 19:44
618,2669,2012-04-14 19:45
411,3564,2012-04-14 19:45
1033,2515,2012-04-14 19:45
812,3394,2012-04-14 19:49
963,2268,2012-04-14 19:49
562,4466,2012-04-14 19:50
410,5114,2012-04-14 19:51
322,1899,2012-04-14 19:52
322,236,2012-04-14 19:53
322,3227,2012-04-14 19:53
1015,4032,2012-04-14 19:53
650,5054,2012-04-14 19:54
218,3327,2012-04-14 19:55
519,1771,2012-04-14 19:55
576,1919,2012-04-14 19:56
202,2296,2012-04-14 19:56
294,3461,2012-04-14 19:56
488,123,2012-04-14 19:57
352,3940,2012-04-14 19:58
421,4029,2012-04-14 19:59
101,4088,2012-04-14 20:01
877,1215,2012-04-14 20:03
14,1357,2012-04-14 20:03
664,3519,2012-04-14 20:04
324,2164,2012-04-14 20:04
1016,4336,2012-04-14 20:04
138,517,2012-04-14 20:04
138,3850,2012-04-14 20:05
288,4792,2012-04-14 20:06
973,3450,2012-04-14 20:07
995,4813,2012-04-14 20:07
318,3984,2012-04-14 20:08
995,2847,2012-04-14 20:08
569,28,2012-04-14 20:09
631,688,2012-04-14 20:10
992,1741,2012-04-14 20:11
938,5077,2012-04-14 20:12
318,4731,2012-04-14 20:13
687,4754,2012-04-14 20:13
294,1197,2012-04-14 20:13
82,1219,2012-04-14 20:15
804,4299,2012-04-14 20:16
724,4624,2012-04-14 20:17
986,3059,2012-04-14 20:18
311,1215,2012-04-14 20:18
1064,90,2012-04-14 20:19
53,3540,2012-04-14 20:19
900,3116,2012-04-14 20:20
336,4494,2012-04-14 20:21
1045,2467,2012-04-14 20:21
405,3806,2012-04-14 20:21
1045,1078,2012-04-14 20:21
922,4028,2012-04-14 20:22
367,1046,2012-04-14 20:22
828,1681,2012-04-14 20:23
658,156,2012-04-14 20:23
949,4761,2012-04-14 20:23
900,3116,2012-04-14 20:24
615,4561,2012-04-14 20:25
53,2459,2012-04-14 20:26
706,1784,2012-04-14 20:26
405,1460,2012-04-14 20:30
1043,718,2012-04-14 20:32
626,4883,2012-04-14 20:32
168,3886,2012-04-14 20:32
131,535,2012-04-14 20:34
827,3192,2012-04-14 20:34
141,861,2012-04-14 20:35
734,2087,2012-04-14 20:35
464,1319,2012-04-14 20:35
22,1097,2012-04-14 20:35
395,4164,2012-04-14 20:36
216,1817,2012-04-14 20:40
848,3717,2012-04-14 20:43
1019,4597,2012-04-14 20:44
718,3601,2012-04-14 20:45
431,4804,2012-04-14 20:46
361,1784,2012-04-14 20:46
882,547,2012-04-14 20:47
917,1103,2012-04-14 20:48
359,2032,2012-04-14 20:48
294,3461,2012-04-14 20:48
476,348,2012-04-14 20:48
267,2141,2012-04-14 20:49
759,1584,2012-04-14 20:49
873,4429,2012-04-14 20:50
388,1400,2012-04-14 20:51
816,3016,2012-04-14 20:53
405,3607,2012-04-14 20:59
1027,1028,2012-04-14 21:00
882,2570,2012-04-14 21:01
980,1790,2012-04-14 21:03
618,667,2012-04-14 21:05
844,2997,2012-04-14 21:06
405,3900,2012-04-14 21:07
659,1248,2012-04-14 21:08
405,3755,2012-04-14 21:09
615,5075,2012-04-14 21:09
231,2392,2012-04-14 21:10
1058,2150,2012-04-14 21:11
1077,1936,2012-04-14 21:11
908,156,2012-04-14 21:13
202,4395,2012-04-14 21:14
175,2045,2012-04-14 21:14
130,5096,2012-04-14 21:15
783,3135,2012-04-14 21:16
157,4614,2012-04-14 21:17
572,1655,2012-04-14 21:17
668,1319,2012-04-14 21:17
262,4355,2012-04-14 21:19
995,1267,2012-04-14 21:19
175,3812,2012-04-14 21:20
995,4745,2012-04-14 21:20
804,4299,2012-04-14 21:20
965,2633,2012-04-14 21:22
209,3159,2012-04-14 21:23
408,4325,2012-04-14 21:24
53,1107,2012-04-14 21:25
725,4088,2012-04-14 21:25
337,4748,2012-04-14 21:25
107,199,2012-04-14 21:26
406,25,2012-04-14 21:26
842,4898,2012-04-14 21:26
982,377,2012-04-14 21:26
77,1110,2012-04-14 21:28
19,76,2012-04-14 21:28
53,2523,2012-04-14 21:29
260,3882,2012-04-14 21:29
405,2301,2012-04-14 21:29
53,159,2012-04-14 21:32
484,372,2012-04-14 21:32
216,3414,2012-04-14 21:33
851,2351,2012-04-14 21:33
633,1752,2012-04-14 21:39
260,2729,2012-04-14 21:39
744,4001,2012-04-14 21:39
845,4139,2012-04-14 21:39
427,978,2012-04-14 21:46
625,1760,2012-04-14 21:48
236,2287,2012-04-14 21:49
110,2686,2012-04-14 21:50
893,861,2012-04-14 21:52
403,2957,2012-04-14 21:53
827,3955,2012-04-14 21:54
1063,4121,2012-04-14 21:54
703,2555,2012-04-14 21:55
298,1522,2012-04-14 21:57
912,2409,2012-04-14 21:57
774,1123,2012-04-14 21:58
364,4793,2012-04-14 22:00
630,3116,2012-04-14 22:00
495,3211,2012-04-14 22:02
406,2223,2012-04-14 22:03
12,311,2012-04-14 22:03
140,3102,2012-04-14 22:03
502,3101,2012-04-14 22:04
986,547,2012-04-14 22:04
1041,2047,2012-04-14 22:07
804,405,2012-04-14 22:07
734,4359,2012-04-14 22:09
704,4378,2012-04-14 22:10
634,2797,2012-04-14 22:11
10,4019,2012-04-14 22:14
252,3604,2012-04-14 22:15
616,4353,2012-04-14 22:15
90,4507,2012-04-14 22:16
1015,2507,2012-04-14 22:16
336,1566,2012-04-14 22:16
144,584,2012-04-14 22:16
505,2707,2012-04-14 22:17
974,4810,2012-04-14 22:17
894,3562,2012-04-14 22:18
574,4545,2012-04-14 22:19
635,1996,2012-04-14 22:20
721,2803,2012-04-14 22:21
782,2552,2012-04-14 22:21
216,2154,2012-04-14 22:21
293,4996,2012-04-14 22:23
766,3962,2012-04-14 22:25
1039,401,2012-04-14 22:26
435,2268,2012-04-14 22:28
896,4592,2012-04-14 22:28
560,1637,2012-04-14 22:28
1025,3394,2012-04-14 22:29
804,4299,2012-04-14 22:31
252,4270,2012-04-14 22:35
943,2138,2012-04-14 22:36
811,2409,2012-04-14 22:39
851,1666,2012-04-14 22:39
851,3032,2012-04-14 22:39
1036,3158,2012-04-14 22:40
743,935,2012-04-14 22:43
875,2451,2012-04-14 22:44
833,460,2012-04-14 22:48
102,1834,2012-04-14 22:48
717,3849,2012-04-14 22:50
336,513,2012-04-14 22:50
260,3145,2012-04-14 22:55
221,4855,2012-04-14 22:55
809,971,2012-04-14 22:57
1050,4663,2012-04-14 22:57
484,836,2012-04-14 22:59
109,429,2012-04-14 22:59
209,1427,2012-04-14 23:05
101,1496,2012-04-14 23:06
734,4173,2012-04-14 23:13
703,2965,2012-04-14 23:13
556,2451,2012-04-14 23:13
1077,2569,2012-04-14 23:14
371,3281,2012-04-14 23:15
938,816,2012-04-14 23:17
134,3533,2012-04-14 23:21
1015,2972,2012-04-14 23:21
680,1580,2012-04-14 23:25
1039,4204,2012-04-14 23:28
228,1606,2012-04-14 23:28
735,2255,2012-04-14 23:29
977,1335,2012-04-14 23:30
574,4368,2012-04-14 23:33
151,3344,2012-04-14 23:35
594,4318,2012-04-14 23:36
418,3834,2012-04-14 23:37
336,1285,2012-04-14 23:41
604,5103,2012-04-14 23:41
937,212,2012-04-14 23:42
257,2864,2012-04-14 23:42
991,836,2012-04-14 23:43
823,1143,2012-04-14 23:43
188,1110,2012-04-14 23:46
687,2736,2012-04-14 23:47
687,4000,2012-04-14 23:47
126,4560,2012-04-14 23:48
687,3562,2012-04-14 23:48
574,2945,2012-04-14 23:49
899,398,2012-04-14 23:50
450,3242,2012-04-14 23:50
572,4462,2012-04-14 23:51
45,836,2012-04-14 23:51
229,2944,2012-04-14 23:52
687,956,2012-04-14 23:52
845,1460,2012-04-14 23:53
913,3046,2012-04-14 23:53
687,4932,2012-04-14 23:54
913,2295,2012-04-14 23:56
804,405,2012-04-14 23:56
804,4299,2012-04-14 23:56
804,463,2012-04-14 23:57
49,4773,2012-04-14 23:57
670,3930,2012-04-15 00:07
988,4273,2012-04-15 00:07
54,2970,2012-04-15 00:08
11,763,2012-04-15 00:08
578,1284,2012-04-15 00:09
578,1697,2012-04-15 00:10
578,3355,2012-04-15 00:11
578,2666,2012-04-15 00:11
578,3320,2012-04-15 00:13
988,814,2012-04-15 00:15
563,1629,2012-04-15 00:15
935,4042,2012-04-15 00:15
352,2195,2012-04-15 00:16
957,3864,2012-04-15 00:17
712,12,2012-04-15 00:17
336,3163,2012-04-15 00:17
188,4521,2012-04-15 00:18
51,4042,2012-04-15 00:18
886,568,2012-04-15 00:19
151,2790,2012-04-15 00:19
175,1717,2012-04-15 00:20
459,3703,2012-04-15 00:21
707,2010,2012-04-15 00:21
89,3521,2012-04-15 00:23
735,3591,2012-04-15 00:24
387,3107,2012-04-15 00:25
888,478,2012-04-15 00:25
1065,4999,2012-04-15 00:25
368,4323,2012-04-15 00:25
210,3325,2012-04-15 00:26
260,2253,2012-04-15 00:26
490,4152,2012-04-15 00:26
406,1485,2012-04-15 00:27
688,35,2012-04-15 00:28
688,4340,2012-04-15 00:28
35,2007,2012-04-15 00:28
31,2135,2012-04-15 00:30
942,93,2012-04-15 00:31
279,2885,2012-04-15 00:33
1005,2452,2012-04-15 00:34
827,4926,2012-04-15 00:36
228,1629,2012-04-15 00:38
703,5023,2012-04-15 00:38
551,339,2012-04-15 00:41
971,1192,2012-04-15 00:44
833,2311,2012-04-15 00:44
971,1251,2012-04-15 00:44
877,2249,2012-04-15 00:50
260,3422,2012-04-15 00:51
612,4692,2012-04-15 00:53
959,2853,2012-04-15 00:54
578,2666,2012-04-15 00:54
712,2552,2012-04-15 00:55
803,3933,2012-04-15 00:57
594,4180,2012-04-15 01:00
675,4737,2012-04-15 01:02
703,1405,2012-04-15 01:03
270,4520,2012-04-15 01:03
884,3604,2012-04-15 01:04
598,1018,2012-04-15 01:04
1047,4829,2012-04-15 01:05
450,8,2012-04-15 01:05
939,4080,2012-04-15 01:06
